https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所1,施設-住所2,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請者3,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人,新規,26348,,スナック　ヴォーグ,新潟県,南蒲原郡　田上町大字原ヶ崎新田１３８３番地,,0256-57-6233,,株式会社　Ｔ’ｓ　ＬＯＶＥ,代表取締役　藤田　知己,南蒲原郡田上町大字羽生田乙１４８番地３２,,0256-47-5955,,,① 飲食店営業,,,2 - 151,0,0,2022年02月04日,2022年01月27日,2022年02月03日,2022年02月04日,2027年03月31日,,,,,,154,スナック　ヴォーグ,0256,0256-57-6233,,,,新潟県　南蒲原郡　田上町大字原ヶ崎新田１３８３番地,新潟県南蒲原郡田上町原が崎新田１３８３番地,,90354,15,15361,原が崎新田,2022/01/27,2022/02/04,2022/02/04,,2027/03/31,株式会社　Ｔ’ｓ　ＬＯＶＥ, 代表取締役　藤田　知己,0256-47-5955,南蒲原郡田上町大字羽生田乙１４８番地３２,新潟県南蒲原郡田上町羽生田乙１４８番地３２,,90353,新潟県,南蒲原郡田上町,羽生田,2 - 151,新規,飲食店営業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,スナックヴォグ0256-57-62339035415361,09896705-3554-4e71-ba0c-99f59901fc45,株式会社Ｔ＇ｓ　ＬＯＶＥ90353,4a461078-4e3f-4dc5-8f93-653749f74406,732f1be1-851b-4dcb-9a0b-49632a429d9e,2022/02/04,スナック　ヴォーグ,スナックヴォグ,株式会社Ｔ＇ｓ　ＬＯＶＥ
法人,新規,26350,,クスリのアオキ　弥彦店,新潟県,西蒲原郡　弥彦村大字美山３６０番1号,,080-2962-4196,,株式会社　新潟海宝丸,代表取締役　石原　健,千葉県柏市若柴６９－１,柏市公設卸売市場内,04-7132-6774,,,㉕ そうざい製造業,,,2 - 140,0,0,2022年02月10日,2022年01月14日,2022年02月09日,2022年02月10日,2027年07月31日,,,,,,154,クスリのアオキ　弥彦店,0256,080-2962-4196,,,,新潟県　西蒲原郡　弥彦村大字美山３６０番1号,新潟県西蒲原郡弥彦村美山３６０番１号,,90344,15,15342,美山,2022/01/14,2022/02/10,2022/02/10,,2027/07/31,株式会社　新潟海宝丸, 代表取締役　石原　健,04-7132-6774,千葉県柏市若柴６９－１,千葉県柏市若柴６９－１,柏市公設卸売市場内,69809,千葉県,柏市,若柴,2 - 140,新規,そうざい製造業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,E,9,,,クスリのアオキ弥彦店080-2962-41969034415342,07dd7833-9e88-40c8-9afb-b81b2826a2f9,株式会社新潟海宝丸69809,fb603809-aa94-459b-9037-ec351bcbe46a,79bc711f-96f6-482d-9f5a-c52f68b35905,2022/02/10,クスリのアオキ　弥彦店,クスリのアオキ弥彦店,株式会社新潟海宝丸
法人,新規,26350,,クスリのアオキ　弥彦店,新潟県,西蒲原郡　弥彦村大字美山３６０番1号,,080-2962-4196,,株式会社　新潟海宝丸,代表取締役　石原　健,千葉県柏市若柴６９－１,柏市公設卸売市場内,04-7132-6774,,,④ 魚介類販売業,,,2 - 140,0,0,2022年02月10日,2022年01月14日,2022年02月09日,2022年02月10日,2027年07月31日,,,,,,154,クスリのアオキ　弥彦店,0256,080-2962-4196,,,,新潟県　西蒲原郡　弥彦村大字美山３６０番1号,新潟県西蒲原郡弥彦村美山３６０番１号,,90344,15,15342,美山,2022/01/14,2022/02/10,2022/02/10,,2027/07/31,株式会社　新潟海宝丸, 代表取締役　石原　健,04-7132-6774,千葉県柏市若柴６９－１,千葉県柏市若柴６９－１,柏市公設卸売市場内,69809,千葉県,柏市,若柴,2 - 140,新規,魚介類販売業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,,,クスリのアオキ弥彦店080-2962-41969034415342,07dd7833-9e88-40c8-9afb-b81b2826a2f9,株式会社新潟海宝丸69809,fb603809-aa94-459b-9037-ec351bcbe46a,2775ead9-109f-45b9-aa60-ae79a751c4c5,2022/02/10,クスリのアオキ　弥彦店,クスリのアオキ弥彦店,株式会社新潟海宝丸
法人,新規,26351,,Ｔｓｕｂａｍｅ　Ｒａｍｅｎ　Ｙｕｋｉ,新潟県,燕市灰方１５番地５,,0256-47-0860,,株式会社　勇輝,代表取締役　金子　勇輝,燕市灰方１５番地５,,0256-47-0860,,,① 飲食店営業,,,2 - 155,0,0,2022年02月10日,2022年02月07日,2022年02月09日,2022年02月10日,2027年09月30日,,,,,,154,Ｔｓｕｂａｍｅ　Ｒａｍｅｎ　Ｙｕｋｉ,0256,0256-47-0860,,,,新潟県　燕市灰方１５番地５,新潟県燕市灰方１５番地５,,87754,15,15213,灰方,2022/02/07,2022/02/10,2022/02/10,,2027/09/30,株式会社　勇輝, 代表取締役　金子　勇輝,0256-47-0860,燕市灰方１５番地５,新潟県燕市灰方１５番地５,,87754,新潟県,燕市,灰方,2 - 155,新規,飲食店営業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,ＴｓｕｂａｍｅＲａｍｅｎＹｕｋｉ0256-47-08608775415213,3d06af3b-b5b8-4056-befe-2d27a9283d65,株式会社勇輝87754,9d1d6868-7be2-4b7c-b5e5-c4c668d5c533,e970034a-f7eb-4d13-874d-7d2cafc6e2b4,2022/02/10,Ｔｓｕｂａｍｅ　Ｒａｍｅｎ　Ｙｕｋｉ,ＴｓｕｂａｍｅＲａｍｅｎＹｕｋｉ,株式会社勇輝
法人,新規,26352,,セレモニーホール椿つばめ,新潟県,燕市東太田６１９４－１,,0120-108-401,,株式会社　福宝,代表取締役　石塚　福栄,新潟市南区根岸１５１１,,025-362-1657,,,① 飲食店営業,,,2 - 144,0,0,2022年02月17日,2022年01月21日,2022年02月16日,2022年02月17日,2027年09月30日,,,,,,154,セレモニーホール椿つばめ,0256,0120-108-401,,,,新潟県　燕市東太田６１９４－１,新潟県燕市東太田６１９４－１,,87760,15,15213,東太田,2022/01/21,2022/02/17,2022/02/17,,2027/09/30,株式会社　福宝, 代表取締役　石塚　福栄,025-362-1657,新潟市南区根岸１５１１,新潟県新潟市南区根岸１５１１,,84620,新潟県,新潟市南区,根岸,2 - 144,新規,飲食店営業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,セレモニホル椿つばめ0120-108-4018776015213,de2222a6-0e74-4cec-9464-16831a91891a,株式会社福宝84620,083910a1-6f80-4510-aa79-26972b39ac00,9fa641a0-7e3c-4dac-a04d-8ff82543ed2b,2022/02/17,セレモニーホール椿つばめ,セレモニホル椿つばめ,株式会社福宝
法人,新規,26353,,セレモニーホール椿よしだ,新潟県,西蒲原郡　弥彦村峰見３５５－１,,0120-108-401,,株式会社　福宝,代表取締役　石塚　福栄,新潟市南区根岸１５１１,,025-362-1657,,,① 飲食店営業,,,2 - 145,0,0,2022年02月17日,2022年01月21日,2022年02月16日,2022年02月17日,2027年07月31日,,,,,,154,セレモニーホール椿よしだ,0256,0120-108-401,,,,新潟県　西蒲原郡　弥彦村峰見３５５－１,新潟県西蒲原郡弥彦村峰見３５５－１,,90343,15,15342,峰見,2022/01/21,2022/02/17,2022/02/17,,2027/07/31,株式会社　福宝, 代表取締役　石塚　福栄,025-362-1657,新潟市南区根岸１５１１,新潟県新潟市南区根岸１５１１,,84620,新潟県,新潟市南区,根岸,2 - 145,新規,飲食店営業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,セレモニホル椿よしだ0120-108-4019034315342,00bd8d01-e36c-4fee-a866-a90ae958063a,株式会社福宝84620,083910a1-6f80-4510-aa79-26972b39ac00,f4c36c6b-889d-4c78-ab27-b60fa75e6b79,2022/02/17,セレモニーホール椿よしだ,セレモニホル椿よしだ,株式会社福宝
法人,新規,26354,,煮干し中華　八　吉田店,新潟県,燕市吉田３５２０－１,,0256-78-8820,,株式会社　八,代表取締役　草野　崇,新潟市南区新飯田２６２２番地８,,025-378-2026,,,① 飲食店営業,,,2 - 157,0,0,2022年02月17日,2022年02月08日,2022年02月16日,2022年02月17日,2027年11月30日,,,,,,154,煮干し中華　八　吉田店,0256,0256-78-8820,,,,新潟県　燕市吉田３５２０－１,新潟県燕市吉田３５２０－１,,87864,15,15213,吉田,2022/02/08,2022/02/17,2022/02/17,,2027/11/30,株式会社　八, 代表取締役　草野　崇,025-378-2026,新潟市南区新飯田２６２２番地８,新潟県新潟市南区新飯田２６２２番地８,,84614,新潟県,新潟市南区,新飯田,2 - 157,新規,飲食店営業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,煮干し中華八吉田店0256-78-88208786415213,e40a8096-b728-4b2b-b3be-37dacbc5299c,株式会社八84614,3496798e-687d-4d1b-bb99-48111a2b57dd,c96df047-b357-4316-849b-e2ca677db469,2022/02/17,煮干し中華　八　吉田店,煮干し中華八吉田店,株式会社八
法人,新規,26355,,東横INN燕三条駅前,新潟県,燕市井土巻３－１３２,,0256-66-1045,,株式会社　東横イン,代表執行役　黒田　麻衣子,東京都大田区新蒲田１－７－４,,03-5711-1045,,,① 飲食店営業,,,2 - 149,0,0,2022年02月17日,2022年01月25日,2022年02月16日,2022年02月17日,2027年09月30日,,,,,,154,東横INN燕三条駅前,0256,0256-66-1045,,,,新潟県　燕市井土巻３－１３２,新潟県燕市井土巻３－１３２,,87712,15,15213,井土巻３,2022/01/25,2022/02/17,2022/02/17,,2027/09/30,株式会社　東横イン, 代表執行役　黒田　麻衣子,03-5711-1045,東京都大田区新蒲田１－７－４,東京都大田区新蒲田１－７－４,,74057,東京都,大田区,新蒲田１,2 - 149,新規,飲食店営業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,東横ＩＮＮ燕三条駅前0256-66-10458771215213,155958f6-cbc2-40e9-acda-14fea8f0848a,株式会社東横イン74057,b8a38495-ce3f-453b-aa42-9831fc1ad021,748be420-890e-42eb-97c0-73bc5470b737,2022/02/17,東横ＩＮＮ燕三条駅前,東横ＩＮＮ燕三条駅前,株式会社東横イン
個人,新規,26357,,１２５ＢＡＳＥ,新潟県,三条市代官島１３０９　Ｂ１Ｆ,,070-8950-5691,木村　亮太,,,,,,,,㉔ その他の食料品製造・加工業,,,,0,0,,2022年02月08日,,,,,,,,,154,１２５ＢＡＳＥ,0256,070-8950-5691,,,,新潟県　三条市代官島１３０９　,新潟県三条市代官島１３０９,Ｂ１Ｆ,86058,15,15204,代官島,2022/02/08,,,,,,木村　亮太  ,,,,,,,,,,新規,その他の食料品製造・加工業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,E,9,99,,１２５ＢＡＳＥ070-8950-56918605815204,7e0d489a-1dc3-4327-9dfc-7ac0e8fc3fb9,,personal,b172d5cc-6641-49d5-a36c-b5b69da3b2d8,2022/02/08,１２５ＢＡＳＥ,１２５ＢＡＳＥ,
個人,新規,26359,,狩の屋商店,新潟県,燕市吉田新田町１－９,,0256-93-2576,狩野　ヒデ,,,,,,,,⑦ 野菜果物販売業,,,,0,0,,2022年02月03日,,,,,,,,,154,狩の屋商店,0256,0256-93-2576,,,,新潟県　燕市吉田新田町１－９,新潟県燕市吉田新田町１－９,,87881,15,15213,吉田新田町,2022/02/03,,,,,,狩野　ヒデ  ,,,,,,,,,,新規,野菜果物販売業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,582,,狩の屋商店0256-93-25768788115213,d5d1c872-0f72-4722-abe8-47507a8e6356,,personal,670d4a83-b278-4007-afa5-d72c06fe8941,2022/02/03,狩の屋商店,狩の屋商店,
個人,新規,26359,,狩の屋商店,新潟県,燕市吉田新田町１－９,,0256-93-2576,狩野　ヒデ,,,,,,,,⑬ その他の食料・飲料販売業,,,,0,0,,2022年02月03日,,,,,,,,,154,狩の屋商店,0256,0256-93-2576,,,,新潟県　燕市吉田新田町１－９,新潟県燕市吉田新田町１－９,,87881,15,15213,吉田新田町,2022/02/03,,,,,,狩野　ヒデ  ,,,,,,,,,,新規,食料品販売業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,581,5811,狩の屋商店0256-93-25768788115213,d5d1c872-0f72-4722-abe8-47507a8e6356,,personal,b2efa1c4-8787-4445-91a4-f4ecf11aef3c,2022/02/03,狩の屋商店,狩の屋商店,
法人,新規,26358,,有限会社　ライス・イア・コープ,新潟県,南蒲原郡　田上町大字田上20番地1,,0256-47-0022,,有限会社　ライス・イア・コープ,取締役　渡邊　隆幸,新潟県南蒲原郡　田上町大字田上20番地1,,0256-47-0022,,,㉔ その他の食料品製造・加工業,,,,0,0,,2022年02月03日,,,,,,,,,154,有限会社　ライス・イア・コープ,0256,0256-47-0022,,,,新潟県　南蒲原郡　田上町大字田上20番地1,新潟県南蒲原郡田上町田上２０番地１,,90352,15,15361,田上,2022/02/03,,,,,有限会社　ライス・イア・コープ, 取締役　渡邊　隆幸,0256-47-0022,新潟県南蒲原郡　田上町大字田上20番地1,新潟県南蒲原郡田上町田上２０番地１,,90352,新潟県,南蒲原郡田上町,田上,,新規,その他の食料品製造・加工業,,,,154_新潟県_三条保健所_食品衛生(許可-届出)_2022年02月_末日_新規,E,9,99,,有限会社ライスイアコプ0256-47-00229035215361,68574d31-54d9-4002-a24e-6ce50aa22689,有限会社ライス・イア・コープ90352,7c815b1e-4cd9-4abe-b63c-00c7db728887,8a202a50-d524-4bb3-88bd-f2ea1a89f6a6,2022/02/03,有限会社ライス・イア・コープ,有限会社ライスイアコプ,有限会社ライス・イア・コープ
