https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,n処理終了,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スナックなでしこ,石川県,能美市大浜町井38番地,能美市大浜町井３８番地,,,飲食店営業,中西益美,,,,,,2022.3.1,2022.3.1,新規,第62210424号,,217,スナックなでしこ,0761,,,,,石川県　能美市大浜町井３８番地,石川県能美市大浜町井３８番地,,96542,17,17211,大浜町,,2022/03/01,2022/03/01,,,,中西益美 ,,,,,,,,,第62210424号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,スナックなでしこ9654217211,b8fcb18c-4365-4882-a1b6-f86e6649b0b1,,personal,a5ba2934-4355-4d25-9a80-30198bdea0ef,2022/03/01,スナックなでしこ,スナックなでしこ,
ファミリーマート能美中町店,石川県,能美市中町ソ18番地12,能美市中町ソ１８番地１２,,,飲食店営業,株式会社ホライズン,水上正博,能美市中町ソ18番地12,能美市中町ソ１８番地１２,,0761-56-2627,2022.3.1,2022.3.1,新規,第62210425号,,217,ファミリーマート能美中町店,0761,,,,,石川県　能美市中町ソ１８番地１２,石川県能美市中町ソ１８番地１２,,96576,17,17211,中町,,2022/03/01,2022/03/01,,,株式会社ホライズン,水上正博,0761-56-2627,能美市中町ソ１８番地１２,石川県能美市中町ソ１８番地１２,,96576,石川県,能美市,中町,第62210425号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ファミリマト能美中町店9657617211,9bd05ae0-c093-48bf-b1b4-3df723f83235,株式会社ホライズン96576,aff1dc1f-3b12-430f-8967-e936f9792e53,45e2b565-f712-40e0-95bb-9bd9e145aa64,2022/03/01,ファミリーマート能美中町店,ファミリマト能美中町店,株式会社ホライズン
ハーティーブレッド・チュナ,石川県,能美市湯屋町カ４－２,能美市湯屋町カ４－２,,,菓子製造業,吉村幸恵,,,,,,2022.3.1,2022.3.1,新規,第62210426号,,217,ハーティーブレッド・チュナ,0761,,,,,石川県　能美市湯屋町カ４－２,石川県能美市湯屋町カ４－２,,96613,17,17211,湯屋町,,2022/03/01,2022/03/01,,,,吉村幸恵 ,,,,,,,,,第62210426号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,ハティブレッドチュナ9661317211,b1b8b348-ef0f-4af4-a5af-4ddb6228cf07,,personal,3bcc4fec-3d20-44bf-8c86-a411df953a52,2022/03/01,ハーティーブレッド・チュナ,ハティブレッドチュナ,
やよい軒松任店,石川県,白山市倉光町10-146,白山市倉光町１０－１４６,,076-276-5155,飲食店営業,株式会社プレナス,塩井辰男,福岡市博多区上牟田1丁目19-21,福岡市博多区上牟田１丁目１９－２１,,092-452-3600,2022.3.1,2022.3.1,新規,第63210414号,,218,やよい軒松任店,076,076-276-5155,,,,石川県　白山市倉光町１０－１４６,石川県白山市倉光町１０－１４６,,96266,17,17210,倉光町,,2022/03/01,2022/03/01,,,株式会社プレナス,塩井辰男,092-452-3600,福岡市博多区上牟田１丁目１９－２１,福岡県福岡市博多区上牟田１丁目１９－２１,,200056,福岡県,福岡市博多区,上牟田１,第63210414号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,やよい軒松任店076-276-51559626617210,339f1f54-cfa5-468d-9ee6-153cc4510577,株式会社プレナス200056,f3f45d34-356a-4053-8703-f127243ef042,ff37517e-821a-4a53-a2fd-e43b4bcc3ced,2022/03/01,やよい軒松任店,やよい軒松任店,株式会社プレナス
Tea&Restライムライト,石川県,白山市倉光5丁目103番地あさがおクリニック,白山市倉光５丁目１０３番地,あさがおクリニック,076-275-2600,飲食店営業,医療法人社団あさがお,高森正人,白山市倉光5丁目103番地,白山市倉光５丁目１０３番地,,076-275-2600,2022.3.1,2022.3.1,新規,第63210415号,,218,Tea&Restライムライト,076,076-275-2600,,,,石川県　白山市倉光５丁目１０３番地,石川県白山市倉光５丁目１０３番地,あさがおクリニック,96259,17,17210,倉光５,,2022/03/01,2022/03/01,,,医療法人社団あさがお,高森正人,076-275-2600,白山市倉光５丁目１０３番地,石川県白山市倉光５丁目１０３番地,,96259,石川県,白山市,倉光５,第63210415号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ＴｅａＲｅｓｔライムライト076-275-26009625917210,cb39c9d5-1fb8-44cc-8a74-1f7b9776a644,医療法人社団あさがお96259,f878e722-5a2c-40a5-acd3-2f3a4328c4fc,6e3d6697-cfca-4dd5-bec2-5eea189b6f2b,2022/03/01,Ｔｅａ＆Ｒｅｓｔライムライト,ＴｅａＲｅｓｔライムライト,医療法人社団あさがお
ローソン白山竹松町店,石川県,白山市竹松町1048-1,白山市竹松町１０４８－１,,076-275-3730,飲食店営業,株式会社シーエスワン,安藤登志郎,白山市山島台二丁目2番地,白山市山島台２丁目２番地,,076-274-3656,2022.3.1,2022.3.1,新規,第63210416号,,218,ローソン白山竹松町店,076,076-275-3730,,,,石川県　白山市竹松町１０４８－１,石川県白山市竹松町１０４８－１,,96305,17,17210,竹松町,,2022/03/01,2022/03/01,,,株式会社シーエスワン,安藤登志郎,076-274-3656,白山市山島台２丁目２番地,石川県白山市山島台２丁目２番地,,96491,石川県,白山市,山島台２,第63210416号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ロソン白山竹松町店076-275-37309630517210,7c0e229f-23f3-4fb2-b1e1-d3899b52dff9,株式会社シーエスワン96491,16df5a41-44b1-44a3-a9e8-0e711cbcf39d,ec865934-bef9-4556-9051-eebec4992140,2022/03/01,ローソン白山竹松町店,ロソン白山竹松町店,株式会社シーエスワン
生きがいワークス白山,石川県,白山市鶴来本町４丁目千目３５番地,白山市鶴来本町４丁目千目３５番地,,076-225-4362,そうざい製造業,株式会社生きがい工房,奥田和也,金沢市福増町北７１７番地,金沢市福増町北７１７番地,,076-259-6507,2022.3.1,2022.3.1,新規,第63210417号,,218,生きがいワークス白山,076,076-225-4362,,,,石川県　白山市鶴来本町４丁目千目３５番地,石川県白山市鶴来本町４丁目千目３５番地,,96347,17,17210,鶴来本町４,,2022/03/01,2022/03/01,,,株式会社生きがい工房,奥田和也,076-259-6507,金沢市福増町北７１７番地,石川県金沢市福増町北７１７番地,,94609,石川県,金沢市,福増町,第63210417号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,生きがいワクス白山076-225-43629634717210,f5b634f8-ed64-47a6-b861-502bb593eb86,株式会社生きがい工房94609,15a93b09-b2c2-433d-8ed8-a7f633281861,df339584-c308-4826-bdc8-d2d6c4999f54,2022/03/01,生きがいワークス白山,生きがいワクス白山,株式会社生きがい工房
生きがいワークス白山,石川県,白山市鶴来本町４丁目千目３５番地,白山市鶴来本町４丁目千目３５番地,,076-225-4362,冷凍食品製造業,株式会社生きがい工房,奥田和也,金沢市福増町北７１７番地,金沢市福増町北７１７番地,,076-259-6507,2022.3.1,2022.3.1,新規,第63210418号,,218,生きがいワークス白山,076,076-225-4362,,,,石川県　白山市鶴来本町４丁目千目３５番地,石川県白山市鶴来本町４丁目千目３５番地,,96347,17,17210,鶴来本町４,,2022/03/01,2022/03/01,,,株式会社生きがい工房,奥田和也,076-259-6507,金沢市福増町北７１７番地,石川県金沢市福増町北７１７番地,,94609,石川県,金沢市,福増町,第63210418号,新規,冷凍食品製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,生きがいワクス白山076-225-43629634717210,f5b634f8-ed64-47a6-b861-502bb593eb86,株式会社生きがい工房94609,15a93b09-b2c2-433d-8ed8-a7f633281861,2970be54-058a-4083-b3ca-6af55179add6,2022/03/01,生きがいワークス白山,生きがいワクス白山,株式会社生きがい工房
ファミリーマート白山藤木店,石川県,白山市藤木町479番地1,白山市藤木町４７９番地１,,076-274-8180,飲食店営業,株式会社ウィスタ,小藤哲郎,小松市鵜川町乙１７４－１,小松市鵜川町乙１７４－１,,0761-47-1038,2022.3.1,2022.3.1,新規,第63210419号,,218,ファミリーマート白山藤木店,076,076-274-8180,,,,石川県　白山市藤木町４７９番地１,石川県白山市藤木町４７９番地１,,96420,17,17210,藤木町,,2022/03/01,2022/03/01,,,株式会社ウィスタ,小藤哲郎,0761-47-1038,小松市鵜川町乙１７４－１,石川県小松市鵜川町乙１７４－１,,95226,石川県,小松市,鵜川町,第63210419号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ファミリマト白山藤木店076-274-81809642017210,388f7bdc-b087-4c15-84f6-c722514fc5c7,株式会社ウィスタ95226,8b6e470d-a22c-46d5-86b8-78d5e4f2a006,32c5f9fe-0db6-461e-9aef-f81864764d17,2022/03/01,ファミリーマート白山藤木店,ファミリマト白山藤木店,株式会社ウィスタ
味な蔵　ほんだ,石川県,白山市徳光町190,白山市徳光町１９０,,076-276-2460,飲食店営業,本田昌志,,,,,,2022.3.1,2022.3.1,新規,第63210420号,,218,味な蔵　ほんだ,076,076-276-2460,,,,石川県　白山市徳光町１９０,石川県白山市徳光町１９０,,96357,17,17210,徳光町,,2022/03/01,2022/03/01,,,,本田昌志 ,,,,,,,,,第63210420号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,味な蔵ほんだ076-276-24609635717210,7515786c-7b4f-4fd0-bb0e-245f6fece498,,personal,e4dcf8a4-c236-4954-80ae-f0a50370939a,2022/03/01,味な蔵　ほんだ,味な蔵ほんだ,
旬味　にしで,石川県,白山市末広1丁目154番地1,白山市末広１丁目１５４番地１,,076-274-5425,食肉販売業,西出　正浩,,,,,,2022.3.1,2022.3.1,新規,第63210421号,,218,旬味　にしで,076,076-274-5425,,,,石川県　白山市末広１丁目１５４番地１,石川県白山市末広１丁目１５４番地１,,96293,17,17210,末広１,,2022/03/01,2022/03/01,,,,西出　正浩 ,,,,,,,,,第63210421号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,I,58,583,,旬味にしで076-274-54259629317210,2783d6e6-e626-40af-bdab-a89086ee4e55,,personal,564ee143-4fa5-4929-8de0-98178357e535,2022/03/01,旬味　にしで,旬味にしで,
旬味　にしで,石川県,白山市末広1丁目154番地1,白山市末広１丁目１５４番地１,,076-274-5425,そうざい製造業,西出　正浩,,,,,,2022.3.1,2022.3.1,新規,第63210422号,,218,旬味　にしで,076,076-274-5425,,,,石川県　白山市末広１丁目１５４番地１,石川県白山市末広１丁目１５４番地１,,96293,17,17210,末広１,,2022/03/01,2022/03/01,,,,西出　正浩 ,,,,,,,,,第63210422号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,旬味にしで076-274-54259629317210,2783d6e6-e626-40af-bdab-a89086ee4e55,,personal,82adcb9d-452c-455c-b81e-13f47f6b5d25,2022/03/01,旬味　にしで,旬味にしで,
円,石川県,白山市湊町7号174番地,白山市湊町７号,１７４番地,076-227-8328,飲食店営業,本田麻由美,,,,,,2022.3.1,2022.3.1,新規,第63210423号,,218,円,076,076-227-8328,,,,石川県　白山市湊町７号１７４番地,石川県白山市湊町７号１７４番地,,96460,17,17210,湊町,,2022/03/01,2022/03/01,,,,本田麻由美 ,,,,,,,,,第63210423号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,円076-227-83289646017210,78aa8780-6983-4695-a154-8c75e1ddee1f,,personal,f2d0a909-e9d0-49a4-86dc-5941c16716f4,2022/03/01,円,円,
木滑菜園,石川県,白山市木滑石15番地,白山市木滑石１５番地,,,そうざい製造業,田村紀子,,,,,,2022.3.1,2022.3.1,新規,第63210424号,,218,木滑菜園,076,,,,,石川県　白山市木滑石１５番地,石川県白山市木滑石１５番地,,96252,17,17210,木滑,,2022/03/01,2022/03/01,,,,田村紀子 ,,,,,,,,,第63210424号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,木滑菜園9625217210,bc162a5b-40f0-408f-876a-e1a4ca4be607,,personal,7751dd37-e118-4e12-a429-f8d0ec66da24,2022/03/01,木滑菜園,木滑菜園,
焼肉　但馬や,石川県,野々市市粟田４丁目１５０番地２,野々市市粟田４丁目１５０番地２,,076-246-5331,飲食店営業,株式会社アドバンス・カンパニー,柳貴人,野々市市粟田４丁目１５０番地２,野々市市粟田４丁目１５０番地２,,076-246-5331,2022.3.1,2022.3.1,新規,第63210425号,,218,焼肉　但馬や,076,076-246-5331,,,,石川県　野々市市粟田４丁目１５０番地２,石川県野々市市粟田４丁目１５０番地２,,96633,17,17212,粟田４,,2022/03/01,2022/03/01,,,株式会社アドバンス・カンパニー,柳貴人,076-246-5331,野々市市粟田４丁目１５０番地２,石川県野々市市粟田４丁目１５０番地２,,96633,石川県,野々市市,粟田４,第63210425号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,焼肉但馬や076-246-53319663317212,81c63047-a869-4b04-9d5f-9fbf2ab924f9,株式会社アドバンス・カンパニー96633,fca3b37b-1f34-4203-86e7-7765aedd8360,990d9404-7209-470a-9a2d-c343bd821b15,2022/03/01,焼肉　但馬や,焼肉但馬や,株式会社アドバンス・カンパニー
KitchenCARLO,石川県,野々市市御経塚1丁目474番地,野々市市御経塚１丁目４７４番地,,076-259-6678,飲食店営業,株式会社ナカノ,中野秀一,野々市市粟田2丁目148番地,野々市市粟田２丁目１４８番地,,076-248-7709,2022.3.1,2022.3.1,新規,第63210426号,,218,KitchenCARLO,076,076-259-6678,,,,石川県　野々市市御経塚１丁目４７４番地,石川県野々市市御経塚１丁目４７４番地,,96641,17,17212,御経塚１,,2022/03/01,2022/03/01,,,株式会社ナカノ,中野秀一,076-248-7709,野々市市粟田２丁目１４８番地,石川県野々市市粟田２丁目１４８番地,,96631,石川県,野々市市,粟田２,第63210426号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ＫｉｔｃｈｅｎＣＡＲＬＯ076-259-66789664117212,59ad7f68-48fc-4cb9-82c5-675c0f6ebb50,株式会社ナカノ96631,972fcd4a-ceb1-4c83-b8cc-9a34215f162a,3610e208-f62d-49f0-b20a-7f58cf1de85a,2022/03/01,ＫｉｔｃｈｅｎＣＡＲＬＯ,ＫｉｔｃｈｅｎＣＡＲＬＯ,株式会社ナカノ
あったか弁当松任店,石川県,白山市茶屋2丁目112,白山市茶屋２丁目１１２,,076-275-8686,飲食店営業,有限会社アイ・エヌ・アイ,是永高志,白山市茶屋2丁目112番1,白山市茶屋２丁目１１２番１,,076-275-8686,2022.2.1,2022.2.1,新規,第63210427号,,218,あったか弁当松任店,076,076-275-8686,,,,石川県　白山市茶屋２丁目１１２,石川県白山市茶屋２丁目１１２,,96311,17,17210,茶屋２,,2022/02/01,2022/02/01,,,有限会社アイ・エヌ・アイ,是永高志,076-275-8686,白山市茶屋２丁目１１２番１,石川県白山市茶屋２丁目１１２番１,,96311,石川県,白山市,茶屋２,第63210427号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,あったか弁当松任店076-275-86869631117210,4cc6d5f3-4d40-433b-afb3-20e777f43ad1,有限会社アイ・エヌ・アイ96311,d37fe374-987f-4999-ac61-131bd50d228a,09a3b574-de08-499a-88fc-100f5ac359df,2022/02/01,あったか弁当松任店,あったか弁当松任店,有限会社アイ・エヌ・アイ
たこよし,石川県,白山市湊町カ297-5,白山市湊町カ２９７－５,,076-278-3109,飲食店営業,竹野弘造,,,,,,2022.3.1,2022.3.1,新規,第63210429号,,218,たこよし,076,076-278-3109,,,,石川県　白山市湊町カ２９７－５,石川県白山市湊町カ２９７－５,,96460,17,17210,湊町,,2022/03/01,2022/03/01,,,,竹野弘造 ,,,,,,,,,第63210429号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,たこよし076-278-31099646017210,8557da77-9838-4319-a042-bb263c1a8c40,,personal,19e5f7fe-2fad-4b89-a46b-8b417cc1b3ff,2022/03/01,たこよし,たこよし,
白山峠茶屋　瀬女道の駅店,石川県,白山市瀬戸132-6,白山市瀬戸１３２－６,,076-256-7700,飲食店営業,株式会社TCS,土本　鉄平,小松市大領中町2丁目331,小松市大領中町２丁目３３１,,,2022.2.2,2022.2.2,新規,第63210430号,,218,白山峠茶屋　瀬女道の駅店,076,076-256-7700,,,,石川県　白山市瀬戸１３２－６,石川県白山市瀬戸１３２－６,,96299,17,17210,瀬戸,,2022/02/02,2022/02/02,,,株式会社TCS,土本　鉄平,,小松市大領中町２丁目３３１,石川県小松市大領中町２丁目３３１,,95330,石川県,小松市,大領中町２,第63210430号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,白山峠茶屋瀬女道の駅店076-256-77009629917210,e0a65a7c-d2eb-4b19-97fc-f4d27736fa52,株式会社ＴＣＳ95330,0f04e3d8-c990-4038-933a-6947f9a274d0,03792b3b-ce01-4280-a862-fe34c64f43c2,2022/02/02,白山峠茶屋　瀬女道の駅店,白山峠茶屋瀬女道の駅店,株式会社ＴＣＳ
ゆたかさ企画,石川県,白山市鶴来水戸町４丁目15番地フロイデサンシャイン102,白山市鶴来水戸町４丁目１５番地,フロイデサンシャイン１０２,,菓子製造業,宮本聡子,,,,,,2022.2.7,2022.2.7,新規,第63210432号,,218,ゆたかさ企画,076,,,,,石川県　白山市鶴来水戸町４丁目１５番地,石川県白山市鶴来水戸町４丁目１５番地,フロイデサンシャイン１０２,96351,17,17210,鶴来水戸町４,,2022/02/07,2022/02/07,,,,宮本聡子 ,,,,,,,,,第63210432号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,ゆたかさ企画9635117210,54da827b-96b1-4d4d-835b-c44d2d2d075d,,personal,89660979-dae6-40aa-bafb-45cad1e6241c,2022/02/07,ゆたかさ企画,ゆたかさ企画,
ゆたかさ企画,石川県,白山市鶴来水戸町４丁目15番地フロイデサンシャイン102,白山市鶴来水戸町４丁目１５番地,フロイデサンシャイン１０２,,そうざい製造業,宮本聡子,,,,,,2022.2.7,2022.2.7,新規,第63210433号,,218,ゆたかさ企画,076,,,,,石川県　白山市鶴来水戸町４丁目１５番地,石川県白山市鶴来水戸町４丁目１５番地,フロイデサンシャイン１０２,96351,17,17210,鶴来水戸町４,,2022/02/07,2022/02/07,,,,宮本聡子 ,,,,,,,,,第63210433号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,ゆたかさ企画9635117210,54da827b-96b1-4d4d-835b-c44d2d2d075d,,personal,2cbb9764-7bd1-4f70-ac91-b0df57d0eab0,2022/02/07,ゆたかさ企画,ゆたかさ企画,
葉肉　さぶろく,石川県,白山市北安田西1丁目210番地北安田テナント00A号室,白山市北安田西１丁目２１０番地,北安田テナント００A号室,,飲食店営業,合同会社sbuloc,小坂和也,白山市北安田町5094番地,白山市北安田町５０９４番地,,,2022.2.8,2022.2.8,新規,第63210434号,,218,葉肉　さぶろく,076,,,,,石川県　白山市北安田西１丁目２１０番地,石川県白山市北安田西１丁目２１０番地,北安田テナント００A号室,96521,17,17210,北安田西１,,2022/02/08,2022/02/08,,,合同会社sbuloc,小坂和也,,白山市北安田町５０９４番地,石川県白山市北安田町５０９４番地,,96251,石川県,白山市,北安田町,第63210434号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,葉肉さぶろく9652117210,5b1d4cd8-ea8f-48ed-b2e7-24204a49e6a0,合同会社ｓｂｕｌｏｃ96251,4ebc05a9-a64c-4eee-ad3d-751934893820,248ee7d2-fba5-40ac-aac1-97ce4c223523,2022/02/08,葉肉　さぶろく,葉肉さぶろく,合同会社ｓｂｕｌｏｃ
焼肉　和まる　若松本店,石川県,野々市市若松町13-18,野々市市若松町１３－１８,,076-294-3729,飲食店営業,株式会社　カズマル,藤田和也,野々市市若松町13-18,野々市市若松町１３－１８,,076-294-3729,2022.2.14,2022.2.14,新規,第63210436号,,218,焼肉　和まる　若松本店,076,076-294-3729,,,,石川県　野々市市若松町１３－１８,石川県野々市市若松町１３－１８,,96727,17,17212,若松町,,2022/02/14,2022/02/14,,,株式会社　カズマル,藤田和也,076-294-3729,野々市市若松町１３－１８,石川県野々市市若松町１３－１８,,96727,石川県,野々市市,若松町,第63210436号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,焼肉和まる若松本店076-294-37299672717212,f1985f92-3d07-44c3-b5e2-58aec45ebd3a,株式会社カズマル96727,9a8495ec-7497-465f-82d6-45baa0d81f9c,7560b45b-399b-4911-b570-2356f9117c88,2022/02/14,焼肉　和まる　若松本店,焼肉和まる若松本店,株式会社カズマル
焼肉　和まる　若松本店,石川県,野々市市若松町13-18,野々市市若松町１３－１８,,076-294-3729,食肉販売業,株式会社　カズマル,藤田和也,野々市市若松町13-18,野々市市若松町１３－１８,,076-294-3729,2022.2.14,2022.2.14,新規,第63210437号,,218,焼肉　和まる　若松本店,076,076-294-3729,,,,石川県　野々市市若松町１３－１８,石川県野々市市若松町１３－１８,,96727,17,17212,若松町,,2022/02/14,2022/02/14,,,株式会社　カズマル,藤田和也,076-294-3729,野々市市若松町１３－１８,石川県野々市市若松町１３－１８,,96727,石川県,野々市市,若松町,第63210437号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,I,58,583,,焼肉和まる若松本店076-294-37299672717212,f1985f92-3d07-44c3-b5e2-58aec45ebd3a,株式会社カズマル96727,9a8495ec-7497-465f-82d6-45baa0d81f9c,7b985173-e44f-4d75-a27c-a752637e5540,2022/02/14,焼肉　和まる　若松本店,焼肉和まる若松本店,株式会社カズマル
焼肉　和まる　若松本店,石川県,野々市市若松町13-18,野々市市若松町１３－１８,,076-294-3729,そうざい製造業,株式会社　カズマル,藤田和也,野々市市若松町13-18,野々市市若松町１３－１８,,076-294-3729,2022.2.14,2022.2.14,新規,第63210438号,,218,焼肉　和まる　若松本店,076,076-294-3729,,,,石川県　野々市市若松町１３－１８,石川県野々市市若松町１３－１８,,96727,17,17212,若松町,,2022/02/14,2022/02/14,,,株式会社　カズマル,藤田和也,076-294-3729,野々市市若松町１３－１８,石川県野々市市若松町１３－１８,,96727,石川県,野々市市,若松町,第63210438号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,焼肉和まる若松本店076-294-37299672717212,f1985f92-3d07-44c3-b5e2-58aec45ebd3a,株式会社カズマル96727,9a8495ec-7497-465f-82d6-45baa0d81f9c,8a810274-52f6-424b-959c-4678d240c6b1,2022/02/14,焼肉　和まる　若松本店,焼肉和まる若松本店,株式会社カズマル
焼肉　和まる　若松本店,石川県,野々市市若松町13-18,野々市市若松町１３－１８,,076-294-3729,密封包装食品製造業,株式会社　カズマル,藤田和也,野々市市若松町13-18,野々市市若松町１３－１８,,076-294-3729,2022.2.14,2022.2.14,新規,第63210439号,,218,焼肉　和まる　若松本店,076,076-294-3729,,,,石川県　野々市市若松町１３－１８,石川県野々市市若松町１３－１８,,96727,17,17212,若松町,,2022/02/14,2022/02/14,,,株式会社　カズマル,藤田和也,076-294-3729,野々市市若松町１３－１８,石川県野々市市若松町１３－１８,,96727,石川県,野々市市,若松町,第63210439号,新規,密封包装食品製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,焼肉和まる若松本店076-294-37299672717212,f1985f92-3d07-44c3-b5e2-58aec45ebd3a,株式会社カズマル96727,9a8495ec-7497-465f-82d6-45baa0d81f9c,cbc486de-e699-47f1-ad07-b01a8fa4aeb4,2022/02/14,焼肉　和まる　若松本店,焼肉和まる若松本店,株式会社カズマル
カネマツ鮮魚店,石川県,白山市鶴来本町三丁目 ヲ−13 ,白山市鶴来本町３丁目ヲ−１３ ,,076-272-0503,魚介類販売業,松村正哉,,,,,,2022.2.15,2022.2.15,新規,第63210440号,,218,カネマツ鮮魚店,076,076-272-0503,,,,石川県　白山市鶴来本町３丁目ヲ−１３ ,石川県白山市鶴来本町３丁目ヲ−１３,,96346,17,17210,鶴来本町３,,2022/02/15,2022/02/15,,,,松村正哉 ,,,,,,,,,第63210440号,新規,魚介類販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,I,58,,,カネマツ鮮魚店076-272-05039634617210,11a2c4a1-fd14-45b4-a03c-3673c3b7766d,,personal,ee96a74e-44db-4415-ac1a-163204d5d805,2022/02/15,カネマツ鮮魚店,カネマツ鮮魚店,
一里野高原ホテルろあん,石川県,白山市尾添チ70-4,白山市尾添チ７０－４,,076-256-7141,みそ又はしょうゆ製造業,有限会社 一里野高原ホテル,山﨑太一朗,白山市尾添チ70-4,白山市尾添チ７０－４,,076-256-7141,2022.2.18,2022.2.18,新規,第63210441号,,218,一里野高原ホテルろあん,076,076-256-7141,,,,石川県　白山市尾添チ７０－４,石川県白山市尾添チ７０－４,,96214,17,17210,尾添,,2022/02/18,2022/02/18,,,有限会社 一里野高原ホテル,山﨑太一朗,076-256-7141,白山市尾添チ７０－４,石川県白山市尾添チ７０－４,,96214,石川県,白山市,尾添,第63210441号,新規,みそ製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,一里野高原ホテルろあん076-256-71419621417210,f85eb677-f839-4fa1-8af4-42b7cd4a050e,有限会社一里野高原ホテル96214,e0f6016d-c24f-4e85-9a93-c97f57f1f7d9,931ca31d-5f72-415e-a2b2-405e21527394,2022/02/18,一里野高原ホテルろあん,一里野高原ホテルろあん,有限会社一里野高原ホテル
